image,mask,label,split,class_id,class_name,subpixel,center_x,center_y,bbox_x1,bbox_y1,bbox_x2,bbox_y2
train/images/single_rgb_000192.png,train/masks/single_rgb_000192_mask.png,train/labels/single_rgb_000192.txt,train,3,line_h,R,34,30,11,27,57,33
train/images/single_rgb_000193.png,train/masks/single_rgb_000193_mask.png,train/labels/single_rgb_000193.txt,train,3,line_h,G,67,39,41,36,93,42
train/images/single_rgb_000194.png,train/masks/single_rgb_000194_mask.png,train/labels/single_rgb_000194.txt,train,4,line_v,R,38,93,37,65,39,121
train/images/single_rgb_000195.png,train/masks/single_rgb_000195_mask.png,train/labels/single_rgb_000195.txt,train,0,point,R,27,47,24,44,30,50
train/images/single_rgb_000196.png,train/masks/single_rgb_000196_mask.png,train/labels/single_rgb_000196.txt,train,4,line_v,G,67,36,65,25,69,47
train/images/single_rgb_000197.png,train/masks/single_rgb_000197_mask.png,train/labels/single_rgb_000197.txt,train,1,square,R,36,54,32,50,40,58
train/images/single_rgb_000198.png,train/masks/single_rgb_000198_mask.png,train/labels/single_rgb_000198.txt,train,1,square,G,56,39,50,33,62,45
train/images/single_rgb_000199.png,train/masks/single_rgb_000199_mask.png,train/labels/single_rgb_000199.txt,train,1,square,R,39,99,32,92,46,106
train/images/single_rgb_000200.png,train/masks/single_rgb_000200_mask.png,train/labels/single_rgb_000200.txt,train,3,line_h,R,37,72,27,69,47,75
train/images/single_rgb_000201.png,train/masks/single_rgb_000201_mask.png,train/labels/single_rgb_000201.txt,train,4,line_v,B,108,98,106,83,110,113
train/images/single_rgb_000202.png,train/masks/single_rgb_000202_mask.png,train/labels/single_rgb_000202.txt,train,0,point,R,26,81,24,79,28,83
train/images/single_rgb_000203.png,train/masks/single_rgb_000203_mask.png,train/labels/single_rgb_000203.txt,train,3,line_h,G,68,98,50,97,86,99
train/images/single_rgb_000204.png,train/masks/single_rgb_000204_mask.png,train/labels/single_rgb_000204.txt,train,0,point,R,21,51,17,47,25,55
train/images/single_rgb_000205.png,train/masks/single_rgb_000205_mask.png,train/labels/single_rgb_000205.txt,train,3,line_h,G,63,39,39,36,87,42
train/images/single_rgb_000206.png,train/masks/single_rgb_000206_mask.png,train/labels/single_rgb_000206.txt,train,0,point,B,93,33,91,31,95,35
train/images/single_rgb_000207.png,train/masks/single_rgb_000207_mask.png,train/labels/single_rgb_000207.txt,train,1,square,R,37,46,33,42,41,50
train/images/single_rgb_000208.png,train/masks/single_rgb_000208_mask.png,train/labels/single_rgb_000208.txt,train,4,line_v,B,100,45,99,22,101,68
train/images/single_rgb_000209.png,train/masks/single_rgb_000209_mask.png,train/labels/single_rgb_000209.txt,train,4,line_v,R,28,59,27,50,29,68
train/images/single_rgb_000210.png,train/masks/single_rgb_000210_mask.png,train/labels/single_rgb_000210.txt,train,3,line_h,R,28,90,6,89,50,91
train/images/single_rgb_000211.png,train/masks/single_rgb_000211_mask.png,train/labels/single_rgb_000211.txt,train,1,square,G,64,87,57,80,71,94
train/images/single_rgb_000212.png,train/masks/single_rgb_000212_mask.png,train/labels/single_rgb_000212.txt,train,1,square,R,23,40,15,32,31,48
train/images/single_rgb_000213.png,train/masks/single_rgb_000213_mask.png,train/labels/single_rgb_000213.txt,train,4,line_v,R,26,37,24,28,28,46
train/images/single_rgb_000214.png,train/masks/single_rgb_000214_mask.png,train/labels/single_rgb_000214.txt,train,3,line_h,B,92,50,75,48,109,52
train/images/single_rgb_000215.png,train/masks/single_rgb_000215_mask.png,train/labels/single_rgb_000215.txt,train,4,line_v,B,106,32,103,23,109,41
train/images/single_rgb_000216.png,train/masks/single_rgb_000216_mask.png,train/labels/single_rgb_000216.txt,train,0,point,R,24,66,20,62,28,70
train/images/single_rgb_000217.png,train/masks/single_rgb_000217_mask.png,train/labels/single_rgb_000217.txt,train,4,line_v,G,69,39,66,18,72,60
train/images/single_rgb_000218.png,train/masks/single_rgb_000218_mask.png,train/labels/single_rgb_000218.txt,train,1,square,G,74,66,65,57,83,75
train/images/single_rgb_000219.png,train/masks/single_rgb_000219_mask.png,train/labels/single_rgb_000219.txt,train,0,point,G,69,78,67,76,71,80
train/images/single_rgb_000220.png,train/masks/single_rgb_000220_mask.png,train/labels/single_rgb_000220.txt,train,0,point,B,112,83,109,80,115,86
train/images/single_rgb_000221.png,train/masks/single_rgb_000221_mask.png,train/labels/single_rgb_000221.txt,train,0,point,R,20,57,16,53,24,61
train/images/single_rgb_000222.png,train/masks/single_rgb_000222_mask.png,train/labels/single_rgb_000222.txt,train,4,line_v,R,36,88,33,66,39,110
train/images/single_rgb_000223.png,train/masks/single_rgb_000223_mask.png,train/labels/single_rgb_000223.txt,train,1,square,R,31,48,27,44,35,52
train/images/single_rgb_000224.png,train/masks/single_rgb_000224_mask.png,train/labels/single_rgb_000224.txt,train,2,circle,R,29,59,22,52,36,66
train/images/single_rgb_000225.png,train/masks/single_rgb_000225_mask.png,train/labels/single_rgb_000225.txt,train,1,square,R,31,34,25,28,37,40
train/images/single_rgb_000226.png,train/masks/single_rgb_000226_mask.png,train/labels/single_rgb_000226.txt,train,3,line_h,B,99,88,85,85,113,91
train/images/single_rgb_000227.png,train/masks/single_rgb_000227_mask.png,train/labels/single_rgb_000227.txt,train,2,circle,G,59,90,49,80,69,100
train/images/single_rgb_000228.png,train/masks/single_rgb_000228_mask.png,train/labels/single_rgb_000228.txt,train,3,line_h,R,38,94,17,92,59,96
train/images/single_rgb_000229.png,train/masks/single_rgb_000229_mask.png,train/labels/single_rgb_000229.txt,train,2,circle,B,110,93,99,82,121,104
train/images/single_rgb_000230.png,train/masks/single_rgb_000230_mask.png,train/labels/single_rgb_000230.txt,train,3,line_h,G,75,77,51,76,99,78
train/images/single_rgb_000231.png,train/masks/single_rgb_000231_mask.png,train/labels/single_rgb_000231.txt,train,3,line_h,B,107,30,98,28,116,32
train/images/single_rgb_000232.png,train/masks/single_rgb_000232_mask.png,train/labels/single_rgb_000232.txt,train,1,square,R,25,91,16,82,34,100
train/images/single_rgb_000233.png,train/masks/single_rgb_000233_mask.png,train/labels/single_rgb_000233.txt,train,2,circle,B,99,43,86,30,112,56
train/images/single_rgb_000234.png,train/masks/single_rgb_000234_mask.png,train/labels/single_rgb_000234.txt,train,0,point,B,102,97,98,93,106,101
train/images/single_rgb_000235.png,train/masks/single_rgb_000235_mask.png,train/labels/single_rgb_000235.txt,train,4,line_v,B,107,34,105,15,109,53
train/images/single_rgb_000236.png,train/masks/single_rgb_000236_mask.png,train/labels/single_rgb_000236.txt,train,4,line_v,B,95,39,93,30,97,48
train/images/single_rgb_000237.png,train/masks/single_rgb_000237_mask.png,train/labels/single_rgb_000237.txt,train,1,square,R,30,32,22,24,38,40
train/images/single_rgb_000238.png,train/masks/single_rgb_000238_mask.png,train/labels/single_rgb_000238.txt,train,0,point,R,21,69,18,66,24,72
train/images/single_rgb_000239.png,train/masks/single_rgb_000239_mask.png,train/labels/single_rgb_000239.txt,train,0,point,R,20,58,18,56,22,60
train/images/single_rgb_000240.png,train/masks/single_rgb_000240_mask.png,train/labels/single_rgb_000240.txt,train,1,square,R,32,29,26,23,38,35
train/images/single_rgb_000241.png,train/masks/single_rgb_000241_mask.png,train/labels/single_rgb_000241.txt,train,3,line_h,G,75,60,65,58,85,62
train/images/single_rgb_000242.png,train/masks/single_rgb_000242_mask.png,train/labels/single_rgb_000242.txt,train,4,line_v,R,25,62,23,32,27,92
train/images/single_rgb_000243.png,train/masks/single_rgb_000243_mask.png,train/labels/single_rgb_000243.txt,train,4,line_v,G,74,28,73,13,75,43
train/images/single_rgb_000244.png,train/masks/single_rgb_000244_mask.png,train/labels/single_rgb_000244.txt,train,4,line_v,G,59,91,57,69,61,113
train/images/single_rgb_000245.png,train/masks/single_rgb_000245_mask.png,train/labels/single_rgb_000245.txt,train,0,point,B,102,46,99,43,105,49
train/images/single_rgb_000246.png,train/masks/single_rgb_000246_mask.png,train/labels/single_rgb_000246.txt,train,2,circle,R,20,29,7,16,33,42
train/images/single_rgb_000247.png,train/masks/single_rgb_000247_mask.png,train/labels/single_rgb_000247.txt,train,2,circle,B,102,96,92,86,112,106
train/images/single_rgb_000248.png,train/masks/single_rgb_000248_mask.png,train/labels/single_rgb_000248.txt,train,3,line_h,G,71,29,59,27,83,31
train/images/single_rgb_000249.png,train/masks/single_rgb_000249_mask.png,train/labels/single_rgb_000249.txt,train,1,square,R,25,57,20,52,30,62
train/images/single_rgb_000250.png,train/masks/single_rgb_000250_mask.png,train/labels/single_rgb_000250.txt,train,0,point,G,64,71,62,69,66,73
train/images/single_rgb_000251.png,train/masks/single_rgb_000251_mask.png,train/labels/single_rgb_000251.txt,train,4,line_v,R,37,77,34,50,40,104
train/images/single_rgb_000252.png,train/masks/single_rgb_000252_mask.png,train/labels/single_rgb_000252.txt,train,1,square,G,63,89,56,82,70,96
train/images/single_rgb_000253.png,train/masks/single_rgb_000253_mask.png,train/labels/single_rgb_000253.txt,train,4,line_v,G,69,97,66,73,72,121
train/images/single_rgb_000254.png,train/masks/single_rgb_000254_mask.png,train/labels/single_rgb_000254.txt,train,1,square,B,92,91,85,84,99,98
train/images/single_rgb_000255.png,train/masks/single_rgb_000255_mask.png,train/labels/single_rgb_000255.txt,train,4,line_v,R,35,50,33,28,37,72
train/images/single_rgb_000256.png,train/masks/single_rgb_000256_mask.png,train/labels/single_rgb_000256.txt,train,1,square,R,28,61,24,57,32,65
train/images/single_rgb_000257.png,train/masks/single_rgb_000257_mask.png,train/labels/single_rgb_000257.txt,train,2,circle,G,64,62,53,51,75,73
train/images/single_rgb_000258.png,train/masks/single_rgb_000258_mask.png,train/labels/single_rgb_000258.txt,train,0,point,B,94,69,91,66,97,72
train/images/single_rgb_000259.png,train/masks/single_rgb_000259_mask.png,train/labels/single_rgb_000259.txt,train,4,line_v,B,104,82,102,67,106,97
train/images/single_rgb_000260.png,train/masks/single_rgb_000260_mask.png,train/labels/single_rgb_000260.txt,train,0,point,G,74,47,72,45,76,49
train/images/single_rgb_000261.png,train/masks/single_rgb_000261_mask.png,train/labels/single_rgb_000261.txt,train,3,line_h,B,108,39,99,38,117,40
train/images/single_rgb_000262.png,train/masks/single_rgb_000262_mask.png,train/labels/single_rgb_000262.txt,train,0,point,B,95,43,91,39,99,47
train/images/single_rgb_000263.png,train/masks/single_rgb_000263_mask.png,train/labels/single_rgb_000263.txt,train,3,line_h,G,69,69,41,67,97,71
train/images/single_rgb_000264.png,train/masks/single_rgb_000264_mask.png,train/labels/single_rgb_000264.txt,train,4,line_v,R,21,34,19,6,23,62
train/images/single_rgb_000265.png,train/masks/single_rgb_000265_mask.png,train/labels/single_rgb_000265.txt,train,2,circle,B,103,62,93,52,113,72
train/images/single_rgb_000266.png,train/masks/single_rgb_000266_mask.png,train/labels/single_rgb_000266.txt,train,4,line_v,B,110,54,107,41,113,67
train/images/single_rgb_000267.png,train/masks/single_rgb_000267_mask.png,train/labels/single_rgb_000267.txt,train,3,line_h,R,33,87,13,84,53,90
train/images/single_rgb_000268.png,train/masks/single_rgb_000268_mask.png,train/labels/single_rgb_000268.txt,train,1,square,R,31,82,23,74,39,90
train/images/single_rgb_000269.png,train/masks/single_rgb_000269_mask.png,train/labels/single_rgb_000269.txt,train,4,line_v,B,100,97,97,79,103,115
train/images/single_rgb_000270.png,train/masks/single_rgb_000270_mask.png,train/labels/single_rgb_000270.txt,train,0,point,B,112,92,109,89,115,95
train/images/single_rgb_000271.png,train/masks/single_rgb_000271_mask.png,train/labels/single_rgb_000271.txt,train,4,line_v,B,108,94,107,82,109,106
train/images/single_rgb_000272.png,train/masks/single_rgb_000272_mask.png,train/labels/single_rgb_000272.txt,train,0,point,R,37,93,34,90,40,96
train/images/single_rgb_000273.png,train/masks/single_rgb_000273_mask.png,train/labels/single_rgb_000273.txt,train,3,line_h,B,100,52,91,49,109,55
train/images/single_rgb_000274.png,train/masks/single_rgb_000274_mask.png,train/labels/single_rgb_000274.txt,train,0,point,G,73,62,69,58,77,66
train/images/single_rgb_000275.png,train/masks/single_rgb_000275_mask.png,train/labels/single_rgb_000275.txt,train,3,line_h,R,33,31,21,29,45,33
train/images/single_rgb_000276.png,train/masks/single_rgb_000276_mask.png,train/labels/single_rgb_000276.txt,train,4,line_v,R,36,42,33,20,39,64
train/images/single_rgb_000277.png,train/masks/single_rgb_000277_mask.png,train/labels/single_rgb_000277.txt,train,0,point,G,71,61,67,57,75,65
train/images/single_rgb_000278.png,train/masks/single_rgb_000278_mask.png,train/labels/single_rgb_000278.txt,train,1,square,R,37,30,29,22,45,38
train/images/single_rgb_000279.png,train/masks/single_rgb_000279_mask.png,train/labels/single_rgb_000279.txt,train,1,square,G,65,97,61,93,69,101
train/images/single_rgb_000280.png,train/masks/single_rgb_000280_mask.png,train/labels/single_rgb_000280.txt,train,0,point,B,98,77,94,73,102,81
train/images/single_rgb_000281.png,train/masks/single_rgb_000281_mask.png,train/labels/single_rgb_000281.txt,train,1,square,G,60,73,53,66,67,80
train/images/single_rgb_000282.png,train/masks/single_rgb_000282_mask.png,train/labels/single_rgb_000282.txt,train,3,line_h,G,59,96,44,95,74,97
train/images/single_rgb_000283.png,train/masks/single_rgb_000283_mask.png,train/labels/single_rgb_000283.txt,train,3,line_h,R,21,69,3,67,39,71
train/images/single_rgb_000284.png,train/masks/single_rgb_000284_mask.png,train/labels/single_rgb_000284.txt,train,3,line_h,G,75,97,54,95,96,99
train/images/single_rgb_000285.png,train/masks/single_rgb_000285_mask.png,train/labels/single_rgb_000285.txt,train,0,point,G,64,98,61,95,67,101
train/images/single_rgb_000286.png,train/masks/single_rgb_000286_mask.png,train/labels/single_rgb_000286.txt,train,0,point,G,56,60,52,56,60,64
train/images/single_rgb_000287.png,train/masks/single_rgb_000287_mask.png,train/labels/single_rgb_000287.txt,train,3,line_h,B,98,89,83,86,113,92
train/images/single_rgb_000288.png,train/masks/single_rgb_000288_mask.png,train/labels/single_rgb_000288.txt,train,1,square,G,71,65,65,59,77,71
train/images/single_rgb_000289.png,train/masks/single_rgb_000289_mask.png,train/labels/single_rgb_000289.txt,train,3,line_h,R,30,81,19,80,41,82
train/images/single_rgb_000290.png,train/masks/single_rgb_000290_mask.png,train/labels/single_rgb_000290.txt,train,3,line_h,G,70,59,41,57,99,61
train/images/single_rgb_000291.png,train/masks/single_rgb_000291_mask.png,train/labels/single_rgb_000291.txt,train,4,line_v,B,103,46,100,31,106,61
train/images/single_rgb_000292.png,train/masks/single_rgb_000292_mask.png,train/labels/single_rgb_000292.txt,train,3,line_h,R,20,100,0,98,44,102
train/images/single_rgb_000293.png,train/masks/single_rgb_000293_mask.png,train/labels/single_rgb_000293.txt,train,1,square,R,26,67,20,61,32,73
train/images/single_rgb_000294.png,train/masks/single_rgb_000294_mask.png,train/labels/single_rgb_000294.txt,train,3,line_h,G,72,57,49,55,95,59
train/images/single_rgb_000295.png,train/masks/single_rgb_000295_mask.png,train/labels/single_rgb_000295.txt,train,1,square,G,72,51,64,43,80,59
train/images/single_rgb_000296.png,train/masks/single_rgb_000296_mask.png,train/labels/single_rgb_000296.txt,train,2,circle,G,58,82,51,75,65,89
train/images/single_rgb_000297.png,train/masks/single_rgb_000297_mask.png,train/labels/single_rgb_000297.txt,train,2,circle,B,104,70,91,57,117,83
train/images/single_rgb_000298.png,train/masks/single_rgb_000298_mask.png,train/labels/single_rgb_000298.txt,train,3,line_h,R,36,74,15,72,57,76
train/images/single_rgb_000299.png,train/masks/single_rgb_000299_mask.png,train/labels/single_rgb_000299.txt,train,2,circle,R,28,55,16,43,40,67
train/images/single_rgb_000300.png,train/masks/single_rgb_000300_mask.png,train/labels/single_rgb_000300.txt,train,0,point,G,58,42,55,39,61,45
train/images/single_rgb_000301.png,train/masks/single_rgb_000301_mask.png,train/labels/single_rgb_000301.txt,train,1,square,B,92,73,86,67,98,79
train/images/single_rgb_000302.png,train/masks/single_rgb_000302_mask.png,train/labels/single_rgb_000302.txt,train,1,square,B,95,37,91,33,99,41
train/images/single_rgb_000303.png,train/masks/single_rgb_000303_mask.png,train/labels/single_rgb_000303.txt,train,4,line_v,R,30,70,27,49,33,91
train/images/single_rgb_000304.png,train/masks/single_rgb_000304_mask.png,train/labels/single_rgb_000304.txt,train,4,line_v,G,62,96,60,73,64,119
train/images/single_rgb_000305.png,train/masks/single_rgb_000305_mask.png,train/labels/single_rgb_000305.txt,train,4,line_v,G,59,47,56,29,62,65
train/images/single_rgb_000306.png,train/masks/single_rgb_000306_mask.png,train/labels/single_rgb_000306.txt,train,0,point,R,34,52,31,49,37,55
train/images/single_rgb_000307.png,train/masks/single_rgb_000307_mask.png,train/labels/single_rgb_000307.txt,train,4,line_v,R,35,84,33,63,37,105
train/images/single_rgb_000308.png,train/masks/single_rgb_000308_mask.png,train/labels/single_rgb_000308.txt,train,1,square,G,68,39,60,31,76,47
train/images/single_rgb_000309.png,train/masks/single_rgb_000309_mask.png,train/labels/single_rgb_000309.txt,train,2,circle,G,59,76,53,70,65,82
train/images/single_rgb_000310.png,train/masks/single_rgb_000310_mask.png,train/labels/single_rgb_000310.txt,train,4,line_v,G,75,74,74,46,76,102
train/images/single_rgb_000311.png,train/masks/single_rgb_000311_mask.png,train/labels/single_rgb_000311.txt,train,3,line_h,B,107,100,96,98,118,102
train/images/single_rgb_000312.png,train/masks/single_rgb_000312_mask.png,train/labels/single_rgb_000312.txt,train,3,line_h,B,101,87,75,84,127,90
train/images/single_rgb_000313.png,train/masks/single_rgb_000313_mask.png,train/labels/single_rgb_000313.txt,train,4,line_v,B,92,47,91,25,93,69
train/images/single_rgb_000314.png,train/masks/single_rgb_000314_mask.png,train/labels/single_rgb_000314.txt,train,4,line_v,R,38,31,36,15,40,47
train/images/single_rgb_000315.png,train/masks/single_rgb_000315_mask.png,train/labels/single_rgb_000315.txt,train,3,line_h,B,102,57,89,54,115,60
train/images/single_rgb_000316.png,train/masks/single_rgb_000316_mask.png,train/labels/single_rgb_000316.txt,train,3,line_h,G,59,29,29,27,89,31
train/images/single_rgb_000317.png,train/masks/single_rgb_000317_mask.png,train/labels/single_rgb_000317.txt,train,0,point,G,70,58,66,54,74,62
train/images/single_rgb_000318.png,train/masks/single_rgb_000318_mask.png,train/labels/single_rgb_000318.txt,train,2,circle,B,111,74,104,67,118,81
train/images/single_rgb_000319.png,train/masks/single_rgb_000319_mask.png,train/labels/single_rgb_000319.txt,train,0,point,B,105,30,102,27,108,33
train/images/single_rgb_000320.png,train/masks/single_rgb_000320_mask.png,train/labels/single_rgb_000320.txt,train,4,line_v,B,106,97,103,88,109,106
train/images/single_rgb_000321.png,train/masks/single_rgb_000321_mask.png,train/labels/single_rgb_000321.txt,train,0,point,B,102,52,100,50,104,54
train/images/single_rgb_000322.png,train/masks/single_rgb_000322_mask.png,train/labels/single_rgb_000322.txt,train,1,square,R,36,54,32,50,40,58
train/images/single_rgb_000323.png,train/masks/single_rgb_000323_mask.png,train/labels/single_rgb_000323.txt,train,0,point,B,96,62,94,60,98,64
train/images/single_rgb_000324.png,train/masks/single_rgb_000324_mask.png,train/labels/single_rgb_000324.txt,train,0,point,R,30,79,28,77,32,81
train/images/single_rgb_000325.png,train/masks/single_rgb_000325_mask.png,train/labels/single_rgb_000325.txt,train,3,line_h,R,39,79,18,76,60,82
train/images/single_rgb_000326.png,train/masks/single_rgb_000326_mask.png,train/labels/single_rgb_000326.txt,train,3,line_h,G,63,72,38,70,88,74
train/images/single_rgb_000327.png,train/masks/single_rgb_000327_mask.png,train/labels/single_rgb_000327.txt,train,0,point,G,72,86,70,84,74,88
train/images/single_rgb_000328.png,train/masks/single_rgb_000328_mask.png,train/labels/single_rgb_000328.txt,train,2,circle,G,58,89,47,78,69,100
train/images/single_rgb_000329.png,train/masks/single_rgb_000329_mask.png,train/labels/single_rgb_000329.txt,train,4,line_v,G,60,63,58,35,62,91
train/images/single_rgb_000330.png,train/masks/single_rgb_000330_mask.png,train/labels/single_rgb_000330.txt,train,0,point,B,103,39,101,37,105,41
train/images/single_rgb_000331.png,train/masks/single_rgb_000331_mask.png,train/labels/single_rgb_000331.txt,train,1,square,G,75,43,71,39,79,47
train/images/single_rgb_000332.png,train/masks/single_rgb_000332_mask.png,train/labels/single_rgb_000332.txt,train,2,circle,B,104,92,94,82,114,102
train/images/single_rgb_000333.png,train/masks/single_rgb_000333_mask.png,train/labels/single_rgb_000333.txt,train,4,line_v,R,27,79,25,62,29,96
train/images/single_rgb_000334.png,train/masks/single_rgb_000334_mask.png,train/labels/single_rgb_000334.txt,train,4,line_v,B,100,35,97,19,103,51
train/images/single_rgb_000335.png,train/masks/single_rgb_000335_mask.png,train/labels/single_rgb_000335.txt,train,1,square,G,63,86,59,82,67,90
train/images/single_rgb_000336.png,train/masks/single_rgb_000336_mask.png,train/labels/single_rgb_000336.txt,train,1,square,R,40,43,36,39,44,47
train/images/single_rgb_000337.png,train/masks/single_rgb_000337_mask.png,train/labels/single_rgb_000337.txt,train,1,square,R,26,67,18,59,34,75
train/images/single_rgb_000338.png,train/masks/single_rgb_000338_mask.png,train/labels/single_rgb_000338.txt,train,4,line_v,G,72,36,70,20,74,52
train/images/single_rgb_000339.png,train/masks/single_rgb_000339_mask.png,train/labels/single_rgb_000339.txt,train,2,circle,B,112,61,102,51,122,71
train/images/single_rgb_000340.png,train/masks/single_rgb_000340_mask.png,train/labels/single_rgb_000340.txt,train,3,line_h,B,111,75,97,74,125,76
train/images/single_rgb_000341.png,train/masks/single_rgb_000341_mask.png,train/labels/single_rgb_000341.txt,train,3,line_h,G,64,83,40,81,88,85
train/images/single_rgb_000342.png,train/masks/single_rgb_000342_mask.png,train/labels/single_rgb_000342.txt,train,2,circle,R,26,38,17,29,35,47
train/images/single_rgb_000343.png,train/masks/single_rgb_000343_mask.png,train/labels/single_rgb_000343.txt,train,0,point,B,96,81,93,78,99,84
train/images/single_rgb_000344.png,train/masks/single_rgb_000344_mask.png,train/labels/single_rgb_000344.txt,train,4,line_v,G,76,57,74,32,78,82
train/images/single_rgb_000345.png,train/masks/single_rgb_000345_mask.png,train/labels/single_rgb_000345.txt,train,1,square,R,25,50,20,45,30,55
train/images/single_rgb_000346.png,train/masks/single_rgb_000346_mask.png,train/labels/single_rgb_000346.txt,train,1,square,R,32,46,24,38,40,54
train/images/single_rgb_000347.png,train/masks/single_rgb_000347_mask.png,train/labels/single_rgb_000347.txt,train,4,line_v,B,99,60,98,42,100,78
train/images/single_rgb_000348.png,train/masks/single_rgb_000348_mask.png,train/labels/single_rgb_000348.txt,train,3,line_h,R,37,40,17,37,57,43
train/images/single_rgb_000349.png,train/masks/single_rgb_000349_mask.png,train/labels/single_rgb_000349.txt,train,4,line_v,R,40,66,37,41,43,91
train/images/single_rgb_000350.png,train/masks/single_rgb_000350_mask.png,train/labels/single_rgb_000350.txt,train,4,line_v,G,73,40,71,28,75,52
train/images/single_rgb_000351.png,train/masks/single_rgb_000351_mask.png,train/labels/single_rgb_000351.txt,train,1,square,R,29,36,23,30,35,42
train/images/single_rgb_000352.png,train/masks/single_rgb_000352_mask.png,train/labels/single_rgb_000352.txt,train,1,square,B,95,90,89,84,101,96
train/images/single_rgb_000353.png,train/masks/single_rgb_000353_mask.png,train/labels/single_rgb_000353.txt,train,4,line_v,G,57,93,54,82,60,104
train/images/single_rgb_000354.png,train/masks/single_rgb_000354_mask.png,train/labels/single_rgb_000354.txt,train,1,square,B,101,94,94,87,108,101
train/images/single_rgb_000355.png,train/masks/single_rgb_000355_mask.png,train/labels/single_rgb_000355.txt,train,4,line_v,R,25,34,23,13,27,55
train/images/single_rgb_000356.png,train/masks/single_rgb_000356_mask.png,train/labels/single_rgb_000356.txt,train,3,line_h,B,97,70,78,68,116,72
train/images/single_rgb_000357.png,train/masks/single_rgb_000357_mask.png,train/labels/single_rgb_000357.txt,train,3,line_h,R,35,32,14,31,56,33
train/images/single_rgb_000358.png,train/masks/single_rgb_000358_mask.png,train/labels/single_rgb_000358.txt,train,4,line_v,B,100,93,98,63,102,123
train/images/single_rgb_000359.png,train/masks/single_rgb_000359_mask.png,train/labels/single_rgb_000359.txt,train,1,square,B,102,66,94,58,110,74
train/images/single_rgb_000360.png,train/masks/single_rgb_000360_mask.png,train/labels/single_rgb_000360.txt,train,4,line_v,G,64,95,63,65,65,125
train/images/single_rgb_000361.png,train/masks/single_rgb_000361_mask.png,train/labels/single_rgb_000361.txt,train,3,line_h,B,101,82,78,80,124,84
train/images/single_rgb_000362.png,train/masks/single_rgb_000362_mask.png,train/labels/single_rgb_000362.txt,train,1,square,B,92,95,86,89,98,101
train/images/single_rgb_000363.png,train/masks/single_rgb_000363_mask.png,train/labels/single_rgb_000363.txt,train,0,point,R,28,50,25,47,31,53
train/images/single_rgb_000364.png,train/masks/single_rgb_000364_mask.png,train/labels/single_rgb_000364.txt,train,4,line_v,B,98,63,95,35,101,91
train/images/single_rgb_000365.png,train/masks/single_rgb_000365_mask.png,train/labels/single_rgb_000365.txt,train,4,line_v,G,64,48,61,35,67,61
train/images/single_rgb_000366.png,train/masks/single_rgb_000366_mask.png,train/labels/single_rgb_000366.txt,train,0,point,B,106,35,102,31,110,39
train/images/single_rgb_000367.png,train/masks/single_rgb_000367_mask.png,train/labels/single_rgb_000367.txt,train,1,square,R,35,43,29,37,41,49
train/images/single_rgb_000368.png,train/masks/single_rgb_000368_mask.png,train/labels/single_rgb_000368.txt,train,4,line_v,B,111,38,109,22,113,54
train/images/single_rgb_000369.png,train/masks/single_rgb_000369_mask.png,train/labels/single_rgb_000369.txt,train,2,circle,G,57,68,48,59,66,77
train/images/single_rgb_000370.png,train/masks/single_rgb_000370_mask.png,train/labels/single_rgb_000370.txt,train,1,square,R,22,54,16,48,28,60
train/images/single_rgb_000371.png,train/masks/single_rgb_000371_mask.png,train/labels/single_rgb_000371.txt,train,0,point,B,95,74,93,72,97,76
train/images/single_rgb_000372.png,train/masks/single_rgb_000372_mask.png,train/labels/single_rgb_000372.txt,train,1,square,G,57,78,51,72,63,84
train/images/single_rgb_000373.png,train/masks/single_rgb_000373_mask.png,train/labels/single_rgb_000373.txt,train,2,circle,R,29,34,19,24,39,44
train/images/single_rgb_000374.png,train/masks/single_rgb_000374_mask.png,train/labels/single_rgb_000374.txt,train,1,square,G,74,35,69,30,79,40
train/images/single_rgb_000375.png,train/masks/single_rgb_000375_mask.png,train/labels/single_rgb_000375.txt,train,3,line_h,R,35,92,6,89,64,95
train/images/single_rgb_000376.png,train/masks/single_rgb_000376_mask.png,train/labels/single_rgb_000376.txt,train,1,square,B,98,41,92,35,104,47
train/images/single_rgb_000377.png,train/masks/single_rgb_000377_mask.png,train/labels/single_rgb_000377.txt,train,0,point,B,110,46,108,44,112,48
train/images/single_rgb_000378.png,train/masks/single_rgb_000378_mask.png,train/labels/single_rgb_000378.txt,train,2,circle,R,28,47,14,33,42,61
train/images/single_rgb_000379.png,train/masks/single_rgb_000379_mask.png,train/labels/single_rgb_000379.txt,train,0,point,R,32,50,28,46,36,54
train/images/single_rgb_000380.png,train/masks/single_rgb_000380_mask.png,train/labels/single_rgb_000380.txt,train,4,line_v,G,76,41,73,27,79,55
train/images/single_rgb_000381.png,train/masks/single_rgb_000381_mask.png,train/labels/single_rgb_000381.txt,train,2,circle,G,73,78,66,71,80,85
train/images/single_rgb_000382.png,train/masks/single_rgb_000382_mask.png,train/labels/single_rgb_000382.txt,train,2,circle,B,107,28,94,15,120,41
train/images/single_rgb_000383.png,train/masks/single_rgb_000383_mask.png,train/labels/single_rgb_000383.txt,train,4,line_v,G,63,73,61,59,65,87
train/images/single_rgb_000384.png,train/masks/single_rgb_000384_mask.png,train/labels/single_rgb_000384.txt,train,1,square,G,71,46,67,42,75,50
